고객ID,가입일,구독기간(개월),구독상태,서비스이용횟수,월평균이용시간(시간),결제금액,할인사용여부,추천가입여부,고객유형
357,2022-12-23,33,1,31,13.0568118956117,12975.100324988634,0,1,VIP
358,2022-12-24,30,0,43,4.701670917967299,16605.76000088428,0,1,일반
359,2022-12-25,23,1,24,17.994021850690686,19697.986859359327,1,0,일반
360,2022-12-26,10,1,1,25.350451917039987,7310.230364637496,1,0,일반
361,2022-12-27,5,1,11,30.389367614364335,10863.365991754505,0,0,일반
362,2022-12-28,34,1,21,25.305025741679323,23240.82412285345,1,1,프리미엄
363,2022-12-29,31,0,4,28.35821068724858,13875.856683318023,1,1,일반
364,2022-12-30,10,0,7,30.453114301039598,19993.35058380436,1,1,일반
365,2022-12-31,19,1,26,16.606229937018895,12732.657796768273,0,0,일반
366,2023-01-01,32,1,47,18.5206069809241,14524.701972565792,0,1,VIP
367,2023-01-02,1,1,12,32.87167793149875,23926.2843303825,1,0,일반
368,2023-01-03,5,1,31,7.898429757693126,17187.561211490116,1,1,프리미엄
369,2023-01-04,4,1,17,24.29132861522295,13275.761165345008,0,1,일반
370,2023-01-05,16,1,33,12.832911710829787,11583.18269598576,0,1,일반
371,2023-01-06,24,1,11,31.002616032309696,12040.623037933983,0,0,프리미엄
372,2023-01-07,16,0,28,19.820645194248602,21207.800153685457,1,1,일반
373,2023-01-08,2,1,32,20.07593935378124,18827.4915431946,0,0,일반
374,2023-01-09,28,1,1,37.28879887396686,9256.616839632043,0,0,일반
375,2023-01-10,32,1,47,9.239572205513538,15435.892784353517,0,0,일반
376,2023-01-11,27,0,28,22.15819473218603,14665.917640969972,1,0,프리미엄
377,2023-01-12,20,1,42,18.19873868902179,16580.46384784147,0,0,일반
378,2023-01-13,24,1,7,25.32411316043031,11982.14440429315,0,0,프리미엄
379,2023-01-14,12,1,2,39.293307866889464,20489.028058247117,1,0,일반
380,2023-01-15,35,1,42,13.947584900748176,14993.303613569875,1,0,일반
381,2023-01-16,33,1,24,8.02602287645955,16867.182587927047,0,0,프리미엄
382,2023-01-17,33,1,4,11.906725743179937,11076.548879428421,0,0,일반
383,2023-01-18,12,0,44,17.671819177790812,11328.43431164719,1,0,일반
384,2023-01-19,3,1,19,20.64230833703327,28287.5555463345,1,0,일반
385,2023-01-20,1,0,26,21.145287957865822,24000.399762133413,1,0,일반
386,2023-01-21,33,1,11,38.02660951175434,14651.594185585442,1,1,프리미엄
387,2023-01-22,10,1,40,36.24839044654841,22665.019753634697,1,0,일반
388,2023-01-23,29,0,43,33.0294648906696,21063.687571312148,1,1,일반
389,2023-01-24,13,1,11,45.14438636617342,11873.944854754303,0,0,프리미엄
390,2023-01-25,12,0,45,28.240984566626313,11375.333992989325,0,1,일반
391,2023-01-26,31,1,3,31.0835508351264,18343.383126756584,0,0,일반
392,2023-01-27,2,1,12,28.04770521893766,16300.303190564111,0,0,일반
393,2023-01-28,35,1,3,26.409053137937867,12989.976918306398,1,0,프리미엄
394,2023-01-29,23,0,42,23.943965241828415,18606.132718743687,0,0,VIP
395,2023-01-30,17,1,27,16.031429550846795,7787.585372035266,1,1,프리미엄
396,2023-01-31,26,1,49,7.532217521621353,15575.007639262287,0,0,일반
397,2023-02-01,8,1,2,18.693460310378867,8805.38173218622,0,0,프리미엄
398,2023-02-02,29,1,49,25.657736996720633,8970.043282374685,1,1,일반
399,2023-02-03,26,0,16,20.7226190097399,11466.176051737968,0,0,일반
400,2023-02-04,10,1,2,9.346643058807441,16816.43638171994,0,0,VIP
401,2023-02-05,26,0,30,,11623.814955576847,0,0,일반
402,2023-02-06,34,1,20,17.81997191416862,8909.456960248091,1,0,일반
403,2023-02-07,7,1,38,19.376453580312198,17386.246013384734,0,1,프리미엄
404,2023-02-08,4,0,28,,22463.73522220518,1,1,프리미엄
405,2023-02-09,11,0,25,27.062580369103024,,0,1,일반
406,2023-02-10,29,0,32,14.999485490254475,24008.99362296823,1,1,일반
407,2023-02-11,25,1,10,29.81121188012514,22045.89196801294,0,0,일반
408,2023-02-12,21,1,42,31.316381196683125,12562.858937450323,1,0,일반
409,2023-02-13,10,1,40,23.203019330485454,18160.799096820552,1,0,일반
410,2023-02-14,9,0,33,26.64750271953068,14541.846032224215,1,1,일반
411,2023-02-15,24,0,13,29.842314424619488,20310.498905990295,1,1,VIP
412,2023-02-16,35,1,41,9.023553504205285,14540.942213682147,1,0,일반
413,2023-02-17,35,0,42,30.54731334981796,11056.517453953667,1,0,일반
414,2023-02-18,18,1,47,12.099391274020467,21867.02971175127,0,1,일반
415,2023-02-19,32,1,37,13.072983633716214,16588.977753616848,1,0,일반
416,2023-02-20,24,1,16,21.96289167814761,11682.351643453843,0,1,일반
417,2023-02-21,23,1,45,1.4404012567466928,12506.368499630884,0,0,VIP
418,2023-02-22,32,1,22,21.756203082257603,11650.396777807578,0,0,프리미엄
419,2023-02-23,12,0,20,29.817809469558025,9991.262836451418,0,0,일반
420,2023-02-24,13,0,43,3.5407615355398327,12612.423288782247,0,1,프리미엄
421,2023-02-25,23,0,27,30.890093245464513,16865.106068656034,1,0,일반
422,2023-02-26,25,1,41,13.01212381472545,15320.303350930899,0,0,프리미엄
423,2023-02-27,35,0,16,22.068617804928007,12808.915318089204,0,1,일반
424,2023-02-28,30,1,34,14.46425492994538,22477.53734398612,1,1,프리미엄
425,2023-03-01,17,1,32,25.729184841290458,4946.832630601804,0,1,일반
426,2023-03-02,20,1,26,30.249475561637635,16530.679575778555,1,0,일반
427,2023-03-03,25,1,25,26.470103643824977,14286.203725912032,1,1,프리미엄
428,2023-03-04,22,0,2,19.960188505062998,10149.093851017598,1,0,일반
429,2023-03-05,13,1,12,15.241446634065749,,1,0,일반
430,2023-03-06,19,1,40,19.306979706288868,13901.258938194225,0,0,일반
431,2023-03-07,12,0,9,26.559714649596415,21235.36733106947,0,0,프리미엄
432,2023-03-08,19,0,12,26.902663991729188,19340.32621205733,0,1,일반
433,2023-03-09,12,1,26,25.508265821761224,24530.653681869928,1,0,일반
434,2023-03-10,9,1,9,7.174224584429556,12583.410347430037,0,0,VIP
435,2023-03-11,7,1,10,19.7697754156459,21982.772448737578,0,1,일반
436,2023-03-12,28,1,32,13.665710358028482,9170.726159922895,0,1,일반
437,2023-03-13,14,1,34,26.649290199058278,14446.817503622104,1,1,프리미엄
438,2023-03-14,31,1,48,12.350282466214033,12673.764736828643,0,0,프리미엄
439,2023-03-15,19,1,20,24.520537580842248,18012.227064547045,1,1,VIP
440,2023-03-16,16,1,39,17.178122391854703,17891.37899121776,0,0,일반
441,2023-03-17,5,1,2,1.2090381673425874,10496.902033860144,0,1,일반
442,2023-03-18,35,1,1,29.309592858879974,18290.960869922084,0,0,프리미엄
443,2023-03-19,12,1,36,19.747127781360422,13097.554585780541,1,1,프리미엄
444,2023-03-20,25,1,24,32.75977295765692,10916.01320024153,1,0,프리미엄
445,2023-03-21,21,1,27,3.346909213223629,14941.093189288364,0,0,일반
446,2023-03-22,23,1,2,17.08478689082504,7615.77919318741,0,0,일반
447,2023-03-23,16,1,31,17.835955790401353,19656.53174994386,1,0,일반
448,2023-03-24,14,1,14,22.702062912383116,14721.895947791398,0,0,VIP
449,2023-03-25,31,1,2,6.7481269584300065,14831.271891009797,0,1,일반
450,2023-03-26,5,0,29,25.44037856773779,14564.166864567465,0,0,일반
451,2023-03-27,35,1,15,39.11662406281033,23234.250433458918,0,1,일반
452,2023-03-28,23,0,12,24.745373464655316,22594.388444149103,0,0,일반
453,2023-03-29,29,1,37,20.928724018235123,21753.805466995935,0,0,일반
454,2023-03-30,11,1,28,6.225425929746265,14574.79177870581,0,1,프리미엄
455,2023-03-31,18,1,20,12.25753886442975,9421.875437550312,1,1,일반
456,2023-04-01,12,1,39,19.44155099177227,14920.10278558043,0,0,일반
457,2023-04-02,9,1,24,14.702235291571707,16572.00210363591,1,0,일반
458,2023-04-03,10,1,21,30.262564262709848,19063.05151946639,0,1,프리미엄
459,2023-04-04,17,1,10,25.33703200968638,16555.913705501218,1,0,VIP
460,2023-04-05,7,1,46,46.92378587646971,9867.528619052067,0,0,프리미엄
461,2023-04-06,13,0,14,10.191415635757085,12322.922648298903,1,1,프리미엄
462,2023-04-07,9,0,37,20.331146113917328,11869.317343755389,0,0,일반
463,2023-04-08,27,1,18,6.165076274657089,17695.265252029105,1,0,프리미엄
464,2023-04-09,2,1,24,2.224407745903246,17817.987266199838,0,1,VIP
465,2023-04-10,5,0,14,27.227209794531525,18473.159440404354,0,1,일반
466,2023-04-11,29,0,34,24.966153829673562,16505.179273361766,1,0,일반
467,2023-04-12,19,0,12,11.454095653542101,4704.002451156779,1,0,VIP
468,2023-04-13,8,1,22,20.930296195934236,6370.7016086259555,0,0,프리미엄
469,2023-04-14,1,1,6,13.707324010744554,14299.06184330179,1,1,일반
470,2023-04-15,22,1,36,15.05792545156724,15490.389602331963,0,1,VIP
471,2023-04-16,17,0,45,16.797153872337258,21268.327935764893,0,0,일반
472,2023-04-17,7,1,36,11.03434822595722,15388.975739975158,1,0,일반
473,2023-04-18,25,0,22,12.833500901800434,10120.253345701765,0,0,프리미엄
474,2023-04-19,4,0,14,13.11564556055746,18310.824038886843,1,0,일반
475,2023-04-20,6,1,16,24.228788467533306,14913.741535678786,0,1,프리미엄
476,2023-04-21,31,0,36,7.742201759848143,12989.726072329824,1,0,일반
477,2023-04-22,19,0,25,17.72370738515197,6927.002960149452,1,0,일반
478,2023-04-23,27,0,32,9.123181234623267,15425.935040556164,1,0,일반
479,2023-04-24,10,0,33,9.484473137747194,16144.089554897302,1,0,일반
480,2023-04-25,26,0,45,14.74346625916275,10019.268479469752,0,0,일반
481,2023-04-26,19,1,36,19.85660290026842,18721.788941031376,1,0,VIP
482,2023-04-27,3,1,20,17.855881382933067,18273.983993254915,0,1,일반
483,2023-04-28,13,1,18,9.359394902017957,15244.562911964878,1,1,일반
484,2023-04-29,28,1,38,27.216965184455766,15058.614289710205,1,1,일반
485,2023-04-30,20,0,3,10.973960131395094,19730.188733321243,0,0,프리미엄
486,2023-05-01,28,1,23,12.652937440738821,16837.651843905158,1,1,일반
487,2023-05-02,8,1,32,22.844917858945166,11488.722755258197,0,1,일반
488,2023-05-03,1,0,45,23.203685642927418,14011.75858199926,0,0,일반
489,2023-05-04,3,1,16,13.883003388670215,17784.247009680395,0,0,일반
490,2023-05-05,13,0,5,9.361620300991564,4838.395378339699,1,0,일반
491,2023-05-06,28,1,4,11.145091134121518,10342.369756051858,0,0,프리미엄
492,2023-05-07,25,1,21,21.618881862402564,,1,1,VIP
493,2023-05-08,33,1,40,26.8860805369003,21044.388021080566,0,0,일반
494,2023-05-09,6,1,14,19.207033424715533,20105.243701340063,1,0,프리미엄
495,2023-05-10,32,1,39,15.210139529243847,19466.466561238904,0,0,VIP
496,2023-05-11,21,1,31,42.93211005699324,15648.719313357205,1,0,VIP
497,2023-05-12,16,0,14,16.275138784946456,9855.482951561553,0,0,VIP
498,2023-05-13,21,0,6,26.122326867911056,14016.883077133827,1,0,프리미엄
499,2023-05-14,11,1,12,6.64947904573104,5033.654746904076,0,0,일반
500,2023-05-15,35,1,16,9.09832150791033,21503.280431053765,1,1,일반
501,2023-05-16,19,1,17,26.473256114622245,10914.435987628454,0,1,일반
502,2023-05-17,20,1,45,30.44561275785371,12333.271199883984,1,1,프리미엄
503,2023-05-18,18,1,23,16.10283109806596,20293.095263202886,0,1,일반
504,2023-05-19,14,1,14,1.5136430836947952,6926.865214452279,1,1,일반
505,2023-05-20,15,1,7,18.324426605987746,9052.986879872842,0,1,일반
506,2023-05-21,31,1,46,21.894059007795615,16339.856719125673,0,1,프리미엄
507,2023-05-22,1,1,32,20.988180389288242,17601.90207533739,0,1,프리미엄
508,2023-05-23,3,1,15,14.366103350389949,14641.496024129203,0,0,일반
509,2023-05-24,16,0,44,18.471158807390616,14804.584435320461,0,0,일반
510,2023-05-25,23,1,17,12.502231557158941,21341.889769472225,1,1,프리미엄
511,2023-05-26,11,0,41,8.8816177626314,18181.592225303255,1,0,일반
512,2023-05-27,12,0,47,27.55668520646805,17505.849672637727,1,0,일반
513,2023-05-28,10,0,44,20.977983134027106,18878.232463968714,0,0,일반
514,2023-05-29,32,1,34,18.493164413776704,13497.04862655691,0,0,VIP
515,2023-05-30,16,1,5,14.928522572278386,25865.828320715103,1,1,일반
516,2023-05-31,8,0,45,18.1982644346492,3462.342408337585,0,0,일반
517,2023-06-01,12,1,27,,22289.605120593907,1,0,프리미엄
518,2023-06-02,24,1,23,37.286815758143064,19510.537593715548,0,0,일반
519,2023-06-03,28,1,40,26.54536849827144,16241.441257754272,1,1,일반
520,2023-06-04,8,0,14,13.33690878050914,15400.144788010557,0,0,일반
521,2023-06-05,28,1,15,13.44236257294309,14222.233514314468,1,1,VIP
522,2023-06-06,26,1,43,11.883188996754043,20517.217939817045,0,1,일반
523,2023-06-07,8,0,33,17.994794687470257,14800.67763000058,1,0,프리미엄
524,2023-06-08,28,0,31,11.875485497591153,11360.576302384565,0,0,VIP
525,2023-06-09,28,1,35,24.74823744989626,19509.91442660841,1,0,프리미엄
526,2023-06-10,27,1,17,6.435162557980529,22923.83117029929,1,1,프리미엄
527,2023-06-11,17,1,28,25.351683092747443,5364.154384606234,0,1,프리미엄
528,2023-06-12,9,1,19,22.753774878054305,26785.459153851596,0,0,VIP
529,2023-06-13,33,1,46,32.6274248314764,9816.343512351792,0,0,VIP
530,2023-06-14,20,1,23,28.76789554553953,10198.508617423237,0,0,VIP
531,2023-06-15,13,0,32,13.163022147459465,8775.551402536938,0,1,프리미엄
532,2023-06-16,28,1,40,27.642980809385072,15004.245262323126,0,0,일반
533,2023-06-17,29,1,13,18.319325227856993,8601.408575156831,0,0,일반
534,2023-06-18,13,1,20,0.6569324255573008,,1,0,일반
535,2023-06-19,35,1,35,21.58831939728892,11557.249762081914,1,1,VIP
536,2023-06-20,6,1,5,13.75746579429305,15692.278375971697,0,1,프리미엄
537,2023-06-21,18,0,9,20.00221516397,16174.267994837555,1,0,일반
538,2023-06-22,5,1,29,36.514498302752436,21205.986397050423,1,1,일반
539,2023-06-23,25,0,6,22.247869027321585,21090.743865974568,1,0,일반
540,2023-06-24,2,1,25,9.826651488100037,20123.056570488017,0,1,일반
541,2023-06-25,10,0,31,,13691.914144671373,0,0,프리미엄
542,2023-06-26,30,0,22,23.625425701364385,5794.0911100170615,1,1,일반
543,2023-06-27,5,1,2,8.648381709680917,5683.428008480028,1,0,일반
544,2023-06-28,33,0,45,3.9376223252534395,,0,0,일반
545,2023-06-29,1,1,5,10.226624407812793,19218.77235853685,1,1,일반
546,2023-06-30,18,1,27,28.36301800671722,11916.477687779767,0,0,VIP
547,2023-07-01,32,0,25,16.983978663569538,7796.318743512792,0,0,일반
548,2023-07-02,11,0,8,20.811425189554107,9764.244884154543,1,0,VIP
549,2023-07-03,21,1,1,6.614703292238314,15873.471510997639,1,0,일반
550,2023-07-04,26,1,20,28.632189790174234,15882.804999274686,0,0,일반
551,2023-07-05,25,1,44,0.15183664357737214,20212.656365634997,1,0,프리미엄
552,2023-07-06,22,1,23,13.44622483932315,12748.22771396252,1,1,프리미엄
553,2023-07-07,27,1,32,24.18463859113794,13779.819857491788,1,1,일반
554,2023-07-08,13,1,11,8.773685549606547,20626.606529832196,1,0,일반
555,2023-07-09,33,1,39,26.14129279450443,,0,0,일반
556,2023-07-10,34,1,47,11.308060214483977,16587.26473458513,0,1,프리미엄
557,2023-07-11,35,0,24,7.73929407183693,13328.856106840321,0,0,일반
558,2023-07-12,1,1,11,32.86482064644474,18563.798894768715,1,0,일반
559,2023-07-13,21,1,29,21.53930193099005,17563.03301430671,1,1,프리미엄
560,2023-07-14,6,1,26,25.190360780496263,,0,1,일반
561,2023-07-15,28,1,16,30.182095845526966,12463.32571760509,0,0,일반
562,2023-07-16,17,1,35,6.1929894950093,3490.1228722615924,0,0,일반
563,2023-07-17,5,1,20,26.347826399703195,18749.957491309102,0,0,VIP
564,2023-07-18,31,1,46,12.389748155056528,16198.869100323154,1,1,일반
565,2023-07-19,5,1,3,13.707272092260858,21992.561777258565,1,0,VIP
566,2023-07-20,3,1,1,24.374410776655864,13002.999819197266,0,1,일반
567,2023-07-21,23,1,47,16.369592265905474,19571.677988240128,1,0,프리미엄
568,2023-07-22,10,1,1,25.945210754565203,9650.369772179303,1,0,일반
569,2023-07-23,10,1,17,19.591570324839182,1476.0510107051741,1,0,일반
570,2023-07-24,19,1,2,21.68209014684057,14527.430298161162,0,1,프리미엄
571,2023-07-25,17,1,29,15.097784079847106,12166.591224734872,0,0,프리미엄
572,2023-07-26,21,1,20,9.350667108418618,9745.8928710764,0,0,프리미엄
573,2023-07-27,14,0,6,12.59682429252495,19490.526967433085,1,1,프리미엄
574,2023-07-28,9,1,8,18.971758695200556,21041.23336771779,1,1,일반
575,2023-07-29,1,0,29,38.37238392774539,15527.106396829304,1,0,일반
576,2023-07-30,13,1,48,34.71906399113542,14087.404651909173,0,0,일반
577,2023-07-31,4,1,33,13.467040221406053,15313.541869512612,0,1,프리미엄
578,2023-08-01,1,0,3,20.602576773324753,11735.368780493362,0,1,일반
579,2023-08-02,32,0,35,17.122770260539525,17812.97974214201,1,0,VIP
580,2023-08-03,34,1,5,21.302666188690242,7303.140069192805,0,1,일반
581,2023-08-04,28,1,27,22.58912747542776,9634.609357849036,0,0,프리미엄
582,2023-08-05,31,1,44,25.275150157556013,11043.69424346599,1,1,일반
583,2023-08-06,8,0,12,9.011387818174086,,1,0,일반
584,2023-08-07,26,1,20,23.6649866588694,13487.550714783782,1,0,프리미엄
585,2023-08-08,34,1,45,16.01078970783353,21801.951973515363,0,0,일반
586,2023-08-09,3,1,20,12.950620857683962,19016.548781892543,1,1,VIP
587,2023-08-10,12,1,9,27.9425667816207,10994.534122188272,0,1,프리미엄
588,2023-08-11,1,1,39,34.668244164047685,18167.328951993102,1,0,일반
589,2023-08-12,5,0,4,26.89003144041407,12958.964859239908,0,0,프리미엄
590,2023-08-13,30,1,19,14.814483927889054,17365.902475119816,0,0,프리미엄
591,2023-08-14,30,1,38,9.239943498610895,,1,1,프리미엄
592,2023-08-15,17,1,27,10.062444281096802,20573.573009063584,1,1,일반
593,2023-08-16,23,0,45,21.825159965813558,16010.107849189584,1,1,일반
594,2023-08-17,15,1,43,25.790161077944365,23000.61843240109,0,0,프리미엄
595,2023-08-18,21,0,13,18.9813648990197,17206.57178030636,0,1,프리미엄
596,2023-08-19,14,1,13,29.337462088379922,15675.260797288154,1,0,일반
597,2023-08-20,2,1,22,6.798097641675076,13487.428061700319,1,0,일반
598,2023-08-21,11,1,28,18.287610435449512,11843.454899058162,1,0,일반
599,2023-08-22,34,0,47,17.4969904041211,17099.41863030853,1,0,일반
600,2023-08-23,34,0,45,18.89891315743934,15503.78818489992,0,1,프리미엄
601,2023-08-24,18,1,22,31.679316629539073,16304.128003171949,1,1,프리미엄
602,2023-08-25,30,0,43,,17403.729137781458,0,0,일반
603,2023-08-26,15,0,19,17.052075492274707,16283.007390715242,0,0,프리미엄
604,2023-08-27,27,1,8,10.633065201894688,25066.477034639254,0,0,일반
605,2023-08-28,34,1,8,33.285794714214596,12360.17557910931,0,0,프리미엄
606,2023-08-29,33,0,42,5.688037774213727,17161.46672059853,1,0,일반
607,2023-08-30,24,1,26,14.470005671525875,13861.533920756294,1,0,일반
608,2023-08-31,15,0,48,36.93937067097493,2692.639432123795,1,1,프리미엄
609,2023-09-01,30,1,26,24.682432980715348,14032.635885657775,0,1,일반
610,2023-09-02,17,1,23,19.7982334829873,10317.514720407296,0,1,일반
611,2023-09-03,5,1,43,20.216920555262842,14665.88770579793,0,1,일반
612,2023-09-04,29,1,13,10.536220126421822,14867.987393341475,1,1,일반
613,2023-09-05,4,1,28,19.314727551424753,16926.789439696688,0,0,일반
614,2023-09-06,10,1,9,16.50134161004207,12349.103123419154,1,1,일반
615,2023-09-07,17,0,20,21.79628599455004,12974.535421315297,0,0,VIP
616,2023-09-08,10,1,19,4.9375861437369135,18503.468264049745,0,1,프리미엄
617,2023-09-09,17,1,48,23.978520077693194,10954.707352594387,1,0,일반
618,2023-09-10,20,1,39,30.16629674886309,5807.735046453539,1,1,프리미엄
619,2023-09-11,24,1,12,17.961768748794263,15785.156784632407,0,0,일반
620,2023-09-12,5,1,15,26.470983933058072,20354.24373784122,1,0,일반
621,2023-09-13,34,0,31,23.10346274844577,18445.90237823443,1,0,일반
622,2023-09-14,6,1,14,13.922598598339441,15877.420977651516,1,0,일반
623,2023-09-15,2,1,11,9.414743135428852,21253.22671674389,1,1,프리미엄
624,2023-09-16,13,1,26,10.816115112793414,20410.08619582458,1,0,일반
625,2023-09-17,11,1,42,22.92892569154715,13345.427361354697,0,0,프리미엄
626,2023-09-18,23,1,27,19.438548680147957,16237.608641685349,1,1,일반
627,2023-09-19,16,1,11,32.750930218816976,16452.301113182202,0,1,일반
628,2023-09-20,31,0,38,27.90870112203894,14566.246856287153,1,0,프리미엄
629,2023-09-21,11,0,34,27.887849831273012,20671.237854369392,0,0,일반
630,2023-09-22,16,0,43,22.630808017122224,14239.297833016144,0,0,일반
631,2023-09-23,8,1,19,10.378010506783355,12498.60554497502,1,1,일반
632,2023-09-24,4,0,6,23.253392959749917,2042.2937131242288,0,1,일반
633,2023-09-25,4,1,46,20.63853165028223,11008.480588131442,0,1,VIP
634,2023-09-26,25,1,38,8.61618611444252,8422.91045598284,1,0,일반
635,2023-09-27,3,1,49,32.099492585587114,14798.019243667823,1,0,일반
636,2023-09-28,32,1,42,31.02289374929152,8731.553747686226,1,0,프리미엄
637,2023-09-29,3,0,28,8.558508555829397,18043.423708344508,0,1,일반
638,2023-09-30,27,1,1,13.622050948834715,20542.188041070192,1,0,일반
639,2023-10-01,29,1,35,14.500497805595234,14844.2162070594,0,0,일반
640,2023-10-02,32,1,40,26.098515437996152,10079.911418681291,0,0,일반
641,2023-10-03,19,1,8,24.947251804539963,16432.00188090767,1,0,일반
642,2023-10-04,21,1,47,20.444072127863564,24467.37529044014,1,1,일반
643,2023-10-05,5,1,7,22.738572803991254,22912.403146622804,0,0,프리미엄
644,2023-10-06,18,1,11,7.123678035544664,7969.606533812886,1,0,일반
645,2023-10-07,28,1,39,23.813612813584527,7784.093882658809,0,0,일반
646,2023-10-08,22,1,4,18.991146244539294,6502.317801000259,0,1,일반
647,2023-10-09,21,0,25,13.209568174414105,9315.102731248393,0,0,일반
648,2023-10-10,6,1,12,4.67493726069681,16257.96234384315,1,0,VIP
649,2023-10-11,1,0,26,20.26961156186352,,1,0,일반
650,2023-10-12,5,1,38,23.569598962178098,10806.649820576953,1,0,일반
651,2023-10-13,12,1,46,2.9751819829341244,20195.54883758226,1,1,일반
652,2023-10-14,26,0,12,20.184860706564297,17650.465595438134,1,0,일반
653,2023-10-15,34,1,43,21.222397518484954,6476.486864230941,0,1,프리미엄
654,2023-10-16,14,1,37,14.457704568523393,19908.623371048176,0,0,일반
655,2023-10-17,26,1,46,23.798382023951742,17530.173612310195,0,1,일반
656,2023-10-18,27,1,24,18.673375837226803,17641.316290151863,1,1,일반
657,2023-10-19,9,1,16,22.831710053363636,12147.629880347156,1,0,일반
658,2023-10-20,26,0,13,25.34246932875056,,0,1,일반
659,2023-10-21,22,1,25,25.348069061505235,5136.392359014415,0,0,일반
660,2023-10-22,30,0,4,30.16820493446502,19334.933362673124,0,0,VIP
661,2023-10-23,17,1,11,23.3832518878458,10005.364943493423,1,0,일반
662,2023-10-24,26,0,32,15.229592592231793,10646.85484453028,0,0,VIP
663,2023-10-25,1,1,49,13.52209955246803,10579.293528201415,0,1,일반
664,2023-10-26,8,1,7,,24002.005584519095,1,0,프리미엄
665,2023-10-27,35,0,46,21.51179643112906,11656.479676188566,1,1,일반
666,2023-10-28,15,1,11,33.213117146525235,19711.301367718614,0,0,프리미엄
667,2023-10-29,22,1,28,16.415473940128496,14880.03947558609,0,0,일반
668,2023-10-30,14,1,41,24.4960824770996,10854.451432822603,1,1,일반
669,2023-10-31,26,1,23,12.477199954848395,9947.999733601511,0,1,프리미엄
670,2023-11-01,28,1,45,21.948049151606345,11855.719562580041,1,1,일반
671,2023-11-02,23,1,23,32.593471280744396,14627.69296612063,1,1,일반
672,2023-11-03,14,0,28,26.862479733319425,18008.68553194087,0,1,일반
673,2023-11-04,24,0,43,4.291879668608431,12645.04160254792,0,0,일반
674,2023-11-05,2,1,47,25.706948160355445,12457.941291098403,0,1,일반
675,2023-11-06,26,1,26,26.16225778793552,10594.224275489629,0,0,일반
676,2023-11-07,14,1,25,21.734869732270887,9029.789292698886,1,0,일반
677,2023-11-08,7,1,29,26.675221127023413,8611.544901238689,1,0,일반
678,2023-11-09,3,1,19,11.664979602824618,19940.144589698004,0,0,일반
679,2023-11-10,23,1,33,20.63263154804086,12355.80457689564,0,0,일반
680,2023-11-11,18,1,36,31.101739409381018,12798.62050222117,0,1,일반
681,2023-11-12,35,1,14,30.199494834663675,11666.937085095738,0,1,VIP
682,2023-11-13,15,1,14,25.48044974005971,13415.718550361882,1,0,일반
683,2023-11-14,25,1,35,11.17004776499117,16855.37087161717,0,0,VIP
684,2023-11-15,28,1,30,9.595362293807215,12565.595894151891,1,0,프리미엄
685,2023-11-16,10,1,28,21.145436744433542,15903.699437152854,0,0,VIP
686,2023-11-17,17,0,17,21.807742387258404,22091.042447488202,1,1,프리미엄
687,2023-11-18,22,0,3,18.996282277227433,10901.679919063969,1,0,프리미엄
688,2023-11-19,26,1,16,11.952150218033474,12802.658650048956,0,0,일반
689,2023-11-20,25,1,46,24.369610753903938,18205.301347059045,0,1,일반
690,2023-11-21,17,1,30,21.101653486945413,22486.480835909628,0,1,일반
691,2023-11-22,13,1,29,22.898243165504734,8788.448610618994,0,1,VIP
692,2023-11-23,20,0,45,25.9343375962411,6495.979875760839,1,1,VIP
693,2023-11-24,25,1,15,17.263502123219872,14996.968245638542,1,0,프리미엄
694,2023-11-25,4,1,46,15.112416226205633,14480.615515140977,1,0,프리미엄
695,2023-11-26,10,1,25,31.075653233086232,18500.846480830493,1,1,VIP
696,2023-11-27,3,1,38,12.426415134698319,17737.80173310507,0,1,일반
697,2023-11-28,18,1,42,15.308258005379923,,1,0,프리미엄
698,2023-11-29,22,0,47,32.34247815427473,20246.074266833955,1,0,일반
699,2023-11-30,34,1,38,14.5297574899034,11594.9117257367,0,1,일반
700,2023-12-01,8,1,23,19.0138235635944,16057.903960383775,0,0,일반
701,2023-12-02,19,1,25,15.880301308869718,8921.463855928401,1,0,일반
702,2023-12-03,6,1,42,2.167785187162025,14789.35861912341,0,0,프리미엄
703,2023-12-04,26,0,7,18.766923479952034,7694.341807299843,0,0,일반
704,2023-12-05,34,0,22,9.89378236421452,9420.782265118498,1,0,프리미엄
705,2023-12-06,6,1,17,22.545804326435608,23547.2591874496,1,0,일반
706,2023-12-07,33,1,18,31.05638510041112,5877.312160722147,0,1,일반
707,2023-12-08,22,0,49,2.1417373317365502,13916.7415229262,0,0,프리미엄
708,2023-12-09,21,0,41,15.930830159997198,19136.07561362334,1,0,프리미엄
709,2023-12-10,6,1,10,24.52323232964981,26106.77790844714,1,0,일반
710,2023-12-11,6,0,10,1.8334891842977754,15885.37520883024,0,1,일반
711,2023-12-12,4,1,7,33.36265360422232,16171.100630313462,1,0,일반
712,2023-12-13,30,1,48,23.798920368034835,15198.426908738746,1,0,VIP
713,2023-12-14,11,1,38,30.832128219319014,20286.17202342081,1,1,프리미엄
714,2023-12-15,30,0,27,14.360521368885708,17158.517826189494,0,0,일반
715,2023-12-16,31,0,33,15.566792297238091,12124.561066035574,0,0,일반
716,2023-12-17,24,1,1,18.390636452009304,20577.558457143634,1,0,프리미엄
